Area Type,Area Name,Year,Month,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
State,California,2019,September,Building Equipment Contractors,248500,19473500,18750100,723400,3.7
State,California,2019,September," Foundation, Structure, and Building Exterior Contractors",133700,19473500,18750100,723400,3.7
State,California,2019,September,Specialty Trade Contractors,603000,19473500,18750100,723400,3.7
State,California,2019,September,Mining,20900,19473500,18750100,723400,3.7
State,California,2019,September, Mining and Logging,23300,19473500,18750100,723400,3.7
State,California,2019,September,Other Financial Investment Activities,64500,19473500,18750100,723400,3.7
State,California,2019,September,Nonmetallic Mineral Product Mfg.,32500,19473500,18750100,723400,3.7
State,California,2019,September, Other Specialty Trade Contractors,70000,19473500,18750100,723400,3.7
State,California,2019,September,Nonresidential Building Construction,85400,19473500,18750100,723400,3.7
State,California,2019,September,Logging,2400,19473500,18750100,723400,3.7
State,California,2019,September,Wood Product Manufacturing,26200,19473500,18750100,723400,3.7
State,California,2019,September,Other Fabricated Metal Product Mfg.,17800,19473500,18750100,723400,3.7
State,California,2019,October, Pharmaceutical and Medicine Manufacturing,46200,19496900,18754300,742600,3.8
State,California,2019,October,Psychiatric & Substance Abuse Hosp,8500,19496900,18754300,742600,3.8
State,California,2019,October, Nursing and Residential Care Facilities,309500,19496900,18754300,742600,3.8
State,California,2019,October,Home Health Care Serv.,98500,19496900,18754300,742600,3.8
State,California,2019,October,General Medical & Surgical Hosp.s,377500,19496900,18754300,742600,3.8
State,California,2019,October,"Specialty (not Psych, Sub Abuse) Hosp.",19400,19496900,18754300,742600,3.8
State,California,2019,October,Nursing Care Facilities,141200,19496900,18754300,742600,3.8
State,California,2019,October,Medical & Diagnostic Laboratories,38200,19496900,18754300,742600,3.8
State,California,2019,October,Other Ambulatory Health Care Serv.,30400,19496900,18754300,742600,3.8
State,California,2019,October,Hospitals,405400,19496900,18754300,742600,3.8
State,California,2019,October, Waste Management and Remediation Services,53800,19496900,18754300,742600,3.8
State,California,2019,October,Elementary and Secondary Schools,100600,19496900,18754300,742600,3.8
State,California,2019,October,Residential Intellectual & Developmental Disability,56700,19496900,18754300,742600,3.8
State,California,2019,October,Other Schools & Instruction,77600,19496900,18754300,742600,3.8
State,California,2019,October,Office Administrative Services,73700,19496900,18754300,742600,3.8
State,California,2019,October,Facilities Support Serv.,12200,19496900,18754300,742600,3.8
State,California,2019,October,Business Support Services,59700,19496900,18754300,742600,3.8
State,California,2019,October,Offices of Physicians,245300,19496900,18754300,742600,3.8
State,California,2019,October, Health Care and Social Assistance,2456300,19496900,18754300,742600,3.8
State,California,2019,October,Travel Arrangement and Reservation Servi,27900,19496900,18754300,742600,3.8
State,California,2019,October, Investigation and Security Services,156900,19496900,18754300,742600,3.8
State,California,2019,October,ResidualOther Support Services,36100,19496900,18754300,742600,3.8
State,California,2019,October, Private Educational Services,397400,19496900,18754300,742600,3.8
State,California,2019,October, Ambulatory Health Care Services,886300,19496900,18754300,742600,3.8
State,California,2019,October,Offices of Other Health Practitioners,108200,19496900,18754300,742600,3.8
State,California,2019,October, Plastics and Rubber Products Manufacturing,43800,19496900,18754300,742600,3.8
State,California,2019,October,Motor Vehicle and Motor Vehicle Parts Me,41300,19496900,18754300,742600,3.8
State,California,2019,October, Service-Providing,15343900,19496900,18754300,742600,3.8
State,California,2019,October,Building Material and Supplies Dealers,109400,19496900,18754300,742600,3.8
State,California,2019,October,Grocery Stores,317000,19496900,18754300,742600,3.8
State,California,2019,October,Specialty Food Stores,28700,19496900,18754300,742600,3.8
State,California,2019,October, Furniture Retailers,21300,19496900,18754300,742600,3.8
State,California,2019,October, Home Furnishings Retailers,32800,19496900,18754300,742600,3.8
State,California,2019,October, General Merchandise Retailers,312800,19496900,18754300,742600,3.8
State,California,2019,October, Management of Companies and Enterprises,257700,19496900,18754300,742600,3.8
State,California,2019,October, Administrative and Support Services,1111300,19496900,18754300,742600,3.8
State,California,2019,October,Lumber & Other Const. Mat Merch whole,24500,19496900,18754300,742600,3.8
State,California,2019,October,Electrical and Electronic Goods Merchant,48300,19496900,18754300,742600,3.8
State,California,2019,October,Furniture & Home Furnish Merch whole,21200,19496900,18754300,742600,3.8
State,California,2019,October,Advertising and Related Services,65200,19496900,18754300,742600,3.8
State,California,2019,October, Administrative and Support and Waste Management and Remediation Services,1165100,19496900,18754300,742600,3.8
State,California,2019,October," Furniture, Home Furnishings, Electronics, and Appliance Retailers",114300,19496900,18754300,742600,3.8
State,California,2019,October,Outpatient Care Centers,229000,19496900,18754300,742600,3.8
State,California,2019,October,"Apparel, Piece Gds & Notions Merch whole",38300,19496900,18754300,742600,3.8
State,California,2019,October,Wholesale Electronic Markets and Agents,44100,19496900,18754300,742600,3.8
State,California,2019,October,"Automotive Parts, Accessories and Tire S",53500,19496900,18754300,742600,3.8
State,California,2019,October,Automobile Dealers,132000,19496900,18754300,742600,3.8
State,California,2019,October,Other Motor Vehicle Dealers,12900,19496900,18754300,742600,3.8
State,California,2019,October, Electronics and Appliance Retailers,60200,19496900,18754300,742600,3.8
State,California,2019,October, Misc Nondurable Goods Merchant Wholesalers,47100,19496900,18754300,742600,3.8
State,California,2019,October,Employment Services,492900,19496900,18754300,742600,3.8
State,California,2019,October, Services to Buildings and Dwellings,251900,19496900,18754300,742600,3.8
State,California,2019,October,Private Service Providing,12725600,19496900,18754300,742600,3.8
State,California,2019,October,"Machinery, Equipment and Supplies Mercha",56500,19496900,18754300,742600,3.8
State,California,2019,October,Wholesale Trade,690600,19496900,18754300,742600,3.8
State,California,2019,October," Trade, Transportation, and Utilities",3056400,19496900,18754300,742600,3.8
State,California,2019,October,"Merchant Wholesalers, Durable Goods",356200,19496900,18754300,742600,3.8
State,California,2019,October,Paper & Paper Products Merchant whole,14300,19496900,18754300,742600,3.8
State,California,2019,October, Private Education and Health Services,2853700,19496900,18754300,742600,3.8
State,California,2019,October,Junior Colleges,2700,19496900,18754300,742600,3.8
State,California,2019,October," Private Colleges, Universities, and Professional Schools",167300,19496900,18754300,742600,3.8
State,California,2019,October,Offices of Dentists,136700,19496900,18754300,742600,3.8
State,California,2019,October,"Merchant Wholesalers, Nondurable Goods",290300,19496900,18754300,742600,3.8
State,California,2019,October,Grocery & Related Products Merchant whol,109000,19496900,18754300,742600,3.8
State,California,2019,October,Chemical & Allied Products Merchant whol,14700,19496900,18754300,742600,3.8
State,California,2019,October,Retail Trade,1640400,19496900,18754300,742600,3.8
State,California,2019,October, Motor Vehicle and Parts Dealers,198400,19496900,18754300,742600,3.8
State,California,2019,October, Building Material and Garden Equipment and Supplies Dealers,120900,19496900,18754300,742600,3.8
State,California,2019,October, Food and Beverage Retailers,363900,19496900,18754300,742600,3.8
State,California,2019,October,"Beer, Wine, & Liquor Stores",18200,19496900,18754300,742600,3.8
State,California,2019,October, Scientific Research and Development Services,155500,19496900,18754300,742600,3.8
State,California,2019,October,"Other Professional, Scientific and Techn",77800,19496900,18754300,742600,3.8
State,California,2019,October,"Soap, Cleaning Compound & Toiletry Mfg.",12900,19496900,18754300,742600,3.8
State,California,2019,October,Professional and Commercial Equipment Me,81200,19496900,18754300,742600,3.8
State,California,2019,October,"Hdwr, Plumb & Heating Merchant whole",29400,19496900,18754300,742600,3.8
State,California,2019,October,Other Services,581100,19496900,18754300,742600,3.8
State,California,2019,October,Personal & Household Goods Repair,9300,19496900,18754300,742600,3.8
State,California,2019,October, Personal and Laundry Services,189900,19496900,18754300,742600,3.8
State,California,2019,October," Religious, Grantmaking, Civic, Professional, and Similar Organizations",232600,19496900,18754300,742600,3.8
State,California,2019,October,Miscellaneous Durable Goods Manufacturing,87000,19496900,18754300,742600,3.8
State,California,2019,October,Other Miscellaneous Durable Goods Mfg.,30800,19496900,18754300,742600,3.8
State,California,2019,October,Electrical Equipment and Appliance Manuf,31600,19496900,18754300,742600,3.8
State,California,2019,October,Semiconductor and Related Devices Manufa,42800,19496900,18754300,742600,3.8
State,California,2019,October,Social Assistance,855100,19496900,18754300,742600,3.8
State,California,2019,October,Vocational Rehabilitation Services,36100,19496900,18754300,742600,3.8
State,California,2019,October,Other Amusement and Recreation,156400,19496900,18754300,742600,3.8
State,California,2019,October,Drinking Places (Alcoholic Beverages),35800,19496900,18754300,742600,3.8
State,California,2019,October," Arts, Entertainment, and Recreation",332500,19496900,18754300,742600,3.8
State,California,2019,October,"Performing Arts, Spectator Sports",89400,19496900,18754300,742600,3.8
State,California,2019,October,"Museums, Historical Sites, and Similar I",20200,19496900,18754300,742600,3.8
State,California,2019,October,Amusement Parks and Arcades,50600,19496900,18754300,742600,3.8
State,California,2019,October,Gambling Industries,15900,19496900,18754300,742600,3.8
